id	filename	md5	size	state
ab0f43b7-c91f-4c24-9542-b3a56b2c5da8	ab0f43b7-c91f-4c24-9542-b3a56b2c5da8/jhu-usc.edu_GBM.HumanMethylation450.7.lvl-3.TCGA-14-0781-01B-01D-1697-05.gdc_hg38.txt	4b49b0fa07a2aa3251f68cf894e32e48	141290122	live
ac4c88b2-289c-4dca-b3c9-d074e1eb73a7	ac4c88b2-289c-4dca-b3c9-d074e1eb73a7/jhu-usc.edu_GBM.HumanMethylation27.7.lvl-3.TCGA-06-0141-01A-01D-0218-05.gdc_hg38.txt	6e2459d3245578bd9e1155b789b579fd	9949701	live
ae1286bf-ad68-4074-97d2-4ea83ceb51d8	ae1286bf-ad68-4074-97d2-4ea83ceb51d8/jhu-usc.edu_GBM.HumanMethylation450.2.lvl-3.TCGA-06-0190-01A-01D-A45W-05.gdc_hg38.txt	9ec46cef561da0f13719708b34d987c0	141295014	live
b6d5ef0a-227a-41e3-ad7c-21a73625bb7f	b6d5ef0a-227a-41e3-ad7c-21a73625bb7f/jhu-usc.edu_GBM.HumanMethylation27.8.lvl-3.TCGA-19-2629-01A-01D-0915-05.gdc_hg38.txt	6d37b3d851aed3e441abcc66a47162ed	9950719	live
ba6e00df-f80c-4849-95ab-61d25617119c	ba6e00df-f80c-4849-95ab-61d25617119c/jhu-usc.edu_GBM.HumanMethylation27.6.lvl-3.TCGA-06-2565-01A-01D-0788-05.gdc_hg38.txt	9f02fdf973bebe6a118d4e74f91d910b	9952860	live
bb49b1e3-e1dd-4440-a9c6-de15eee118e2	bb49b1e3-e1dd-4440-a9c6-de15eee118e2/jhu-usc.edu_GBM.HumanMethylation450.6.lvl-3.TCGA-06-5414-01A-01D-1481-05.gdc_hg38.txt	a827a2dfe2d12fa850b9ac1f048c5ed2	141287151	live
beb1bb0e-1075-49bd-9f6a-fb59a876861d	beb1bb0e-1075-49bd-9f6a-fb59a876861d/jhu-usc.edu_GBM.HumanMethylation27.1.lvl-3.TCGA-02-0047-01A-01D-0186-05.gdc_hg38.txt	28f01fe6288ef8e3881a14b3bfe2bbd8	9951272	live
c19ca4e2-42ad-468e-981e-80c1f0c89d8c	c19ca4e2-42ad-468e-981e-80c1f0c89d8c/jhu-usc.edu_GBM.HumanMethylation27.6.lvl-3.TCGA-06-2562-01A-01D-0788-05.gdc_hg38.txt	63df331c78ae863e1573d3f8dce91b82	9953628	live
c627147a-0c5b-415a-84c3-cf0b14f90fab	c627147a-0c5b-415a-84c3-cf0b14f90fab/jhu-usc.edu_GBM.HumanMethylation27.6.lvl-3.TCGA-06-2570-01A-01D-0788-05.gdc_hg38.txt	912cb6aed3073643c696a97f46e77fad	9953660	live
c9743316-0139-46df-a650-93580e75a04e	c9743316-0139-46df-a650-93580e75a04e/jhu-usc.edu_GBM.HumanMethylation450.6.lvl-3.TCGA-76-4926-01B-01D-1481-05.gdc_hg38.txt	76e38361832defc7c960dba4b27c65c3	141303738	live
c9ae30e5-4834-46da-8836-b51a4abc1587	c9ae30e5-4834-46da-8836-b51a4abc1587/jhu-usc.edu_GBM.HumanMethylation27.7.lvl-3.TCGA-06-0125-01A-01D-0218-05.gdc_hg38.txt	987a7b1a41bb0c125a2300343984be47	9951501	live
cb78cf8f-aa7d-4573-a762-3d876d595c75	cb78cf8f-aa7d-4573-a762-3d876d595c75/jhu-usc.edu_GBM.HumanMethylation27.5.lvl-3.TCGA-27-1832-01A-01D-0595-05.gdc_hg38.txt	ac676a5e93739f49b373b1a4c4c4c34d	9955127	live
